url,house_type,bathrooms,bedrooms,price,locality,lat,lng,condition,furnishing,24_hour_electricity,air_conditioning,apartment,balcony,chandelier,dining_area,dishwasher,hot_water,kitchen_cabinets,kitchen_shelf,microwave,pop_ceiling,pre_paid_meter,refrigerator,tv,tiled_floor,wardrobe,wi_fi
https://jiji.com.gh/abokobi/houses-apartments-for-rent/3bdrm-duplex-in-abokobi-for-rent-dQPsrKJIPnxzJ7QPGAeB5mG6.html,Duplex,3,3,4000.0,Abokobi,5.7305617,-0.205085,Used,Unfurnished,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0
https://jiji.com.gh/spintex/houses-apartments-for-rent/2bdrm-apartment-in-coastal-estate-area-spintex-for-rent-xwIdfyQsE4r6s5eZxKomtiuO.html,Apartment,1,2,2200.0,Spintex,5.6376136,-0.1266064,Used,Unfurnished,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1
https://jiji.com.gh/accra-metropolitan/houses-apartments-for-rent/3bdrm-house-in-dansoman-last-stop-accra-metropolitan-for-rent-zBt4Q4O3H02rmVn6cccWrJR4.html,House,1,3,2000.0,Accra Metropolitan,5.5459415,-0.2103988,Renovated,Semi-Furnished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://jiji.com.gh/sakumono/houses-apartments-for-rent/4bdrm-duplex-in-sakumono-for-rent-r8ZXeyxd2cXrcSUzxVvzMA6t.html,Duplex,4,4,17000.0,Tema Metropolitan,5.6563118,-0.009326599999999999,New,Unfurnished,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0
https://jiji.com.gh/adenta-municipal/houses-apartments-for-rent/2bdrm-apartment-in-adenta-for-rent-5v2o9LNzdUQQwZ7EN3BjNRfI.html,Apartment,2,2,2500.0,Adenta,5.7141674,-0.15418,New,Semi-Furnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://jiji.com.gh/spintex/houses-apartments-for-rent/furnished-1bdrm-apartment-in-spintex-for-rent-438Iceua5cAACMQ8BQntXbym.html,Apartment,1,1,6000.0,Spintex,5.6376136,-0.1266064,Used,Furnished,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://jiji.com.gh/ability/houses-apartments-for-rent/3bdrm-house-in-e-a-propretis-ability-for-rent-ixETAenCvFUzFGgYwOZIILme.html,House,4,3,21000.0,Adjiriganor,5.6510376,-0.1354586,New,Semi-Furnished,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
https://jiji.com.gh/pentecost-abokobi/houses-apartments-for-rent/furnished-2bdrm-house-in-e-a-properties-pentecost-for-rent-7WWPdUMaK9LNtA90ClRadcpB.html,House,3,2,10000.0,Abokobi,5.7305617,-0.205085,New,Furnished,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://jiji.com.gh/spintex/houses-apartments-for-rent/2bdrm-apartment-in-batsonaa-spintex-for-rent-rO2vLjGBPAXKgFNdFH8NjpjN.html,Apartment,3,2,3000.0,Spintex,5.6376136,-0.1266064,New,Unfurnished,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
https://jiji.com.gh/manet-court/houses-apartments-for-rent/1bdrm-apartment-in-manet-court-for-rent-OHhQhNRg9mOcP5ZceimY2DF.html,Apartment,1,1,800.0,Spintex,5.6376136,-0.1266064,Used,Unfurnished,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
https://jiji.com.gh/manet-court/houses-apartments-for-rent/3bdrm-house-in-unique-key-agency-manet-court-for-rent-cChXKS0jDbPWluc3flGaCnni.html,House,2,3,9720.0,Spintex,5.6376136,-0.1266064,Used,Unfurnished,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0
https://jiji.com.gh/spintex/houses-apartments-for-rent/2bdrm-apartment-in-spintex-for-rent-fN5lfajNTGgTEQSXkUMNutLG.html,Apartment,2,2,2800.0,Spintex,5.6376136,-0.1266064,Used,Unfurnished,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0
https://jiji.com.gh/spintex/houses-apartments-for-rent/4bdrm-house-in-for-rent-4-bedrooms-for-rent-vc11OXMKEEReizkHtGey4nWa.html,House,5,4,17000.0,Spintex,5.6376136,-0.1266064,New,Unfurnished,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
https://jiji.com.gh/sakumono/houses-apartments-for-rent/furnished-1bdrm-house-in-sakumono-for-rent-jPd0eHes0SHs7e3X9IwFfD94.html,House,1,1,6000.0,Tema Metropolitan,5.6563118,-0.009326599999999999,New,Furnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://jiji.com.gh/teshie/houses-apartments-for-rent/1bdrm-house-in-tseaddo-teshie-for-rent-rurjdQzGXapO1b1BZtppn6ju.html,House,1,1,2000.0,Teshie,5.5831665,-0.1046082,New,Unfurnished,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0
